filename,time_len
aaaaaqqh_s001_t000_preprocessed.npy,336000
aaaaaqow_s002_t001_preprocessed.npy,321750
aaaaaqow_s002_t000_preprocessed.npy,9750
aaaaaqow_s001_t000_preprocessed.npy,307500
aaaaaqov_s004_t001_preprocessed.npy,337250
aaaaaqov_s002_t000_preprocessed.npy,315750
aaaaaqov_s005_t000_preprocessed.npy,317250
aaaaaqov_s001_t000_preprocessed.npy,28500
aaaaaqov_s001_t004_preprocessed.npy,53250
aaaaaqov_s001_t005_preprocessed.npy,60750
aaaaaqov_s001_t006_preprocessed.npy,344250
aaaaaqov_s001_t010_preprocessed.npy,301500
aaaaaqov_s001_t007_preprocessed.npy,221250
aaaaaqov_s001_t003_preprocessed.npy,12000
aaaaaqov_s001_t002_preprocessed.npy,47500
aaaaaqov_s001_t008_preprocessed.npy,494250
aaaaaqov_s001_t001_preprocessed.npy,15500
aaaaaqov_s001_t011_preprocessed.npy,571750
aaaaaqov_s001_t009_preprocessed.npy,46000
aaaaaqov_s003_t000_preprocessed.npy,364000
aaaaaqrr_s002_t001_preprocessed.npy,5750
aaaaaqrr_s002_t002_preprocessed.npy,3180500
aaaaaqrr_s003_t007_preprocessed.npy,75000
aaaaaqrr_s003_t004_preprocessed.npy,150250
aaaaaqrr_s003_t003_preprocessed.npy,75000
aaaaaqrr_s003_t002_preprocessed.npy,150250
aaaaaqrr_s003_t001_preprocessed.npy,150250
aaaaaqrr_s003_t000_preprocessed.npy,75000
aaaaaqrr_s003_t005_preprocessed.npy,75000
aaaaaqrr_s003_t006_preprocessed.npy,150250
aaaaaqrr_s003_t008_preprocessed.npy,150250
aaaaaqrr_s004_t003_preprocessed.npy,150250
aaaaaqrr_s004_t002_preprocessed.npy,150250
aaaaaqrr_s004_t000_preprocessed.npy,75000
aaaaaqrr_s004_t005_preprocessed.npy,150250
aaaaaqrr_s004_t006_preprocessed.npy,150250
aaaaaqrr_s004_t004_preprocessed.npy,75000
aaaaaqrr_s004_t001_preprocessed.npy,150250
aaaaaqrr_s001_t001_preprocessed.npy,341250
aaaaaqry_s001_t001_preprocessed.npy,87750
aaaaaqry_s001_t004_preprocessed.npy,492750
aaaaaqry_s001_t005_preprocessed.npy,54750
aaaaaqry_s001_t003_preprocessed.npy,12750
aaaaaqry_s001_t007_preprocessed.npy,509750
aaaaaqry_s001_t008_preprocessed.npy,38750
aaaaaqry_s001_t000_preprocessed.npy,527750
aaaaaqry_s001_t006_preprocessed.npy,45000
aaaaaqry_s001_t009_preprocessed.npy,1842000
aaaaaqry_s001_t002_preprocessed.npy,2750
aaaaaqsa_s001_t000_preprocessed.npy,310000
aaaaaqsk_s001_t000_preprocessed.npy,352500
aaaaaqqd_s001_t000_preprocessed.npy,316250
aaaaaqrm_s001_t000_preprocessed.npy,307500
aaaaaqru_s001_t002_preprocessed.npy,450500
aaaaaqru_s001_t001_preprocessed.npy,155000
aaaaaqru_s001_t000_preprocessed.npy,169750
aaaaaqrj_s002_t001_preprocessed.npy,1500
aaaaaqrj_s002_t004_preprocessed.npy,258250
aaaaaqrj_s002_t003_preprocessed.npy,145500
aaaaaqrj_s002_t002_preprocessed.npy,2500
aaaaaqrj_s001_t001_preprocessed.npy,23750
aaaaaqrj_s001_t002_preprocessed.npy,196500
aaaaaqrj_s001_t003_preprocessed.npy,3000
aaaaaqrj_s001_t004_preprocessed.npy,101750
aaaaaqpe_s001_t000_preprocessed.npy,346250
aaaaaqpg_s001_t000_preprocessed.npy,389000
aaaaaqpg_s002_t000_preprocessed.npy,330000
aaaaaqpg_s003_t000_preprocessed.npy,140000
aaaaaqpg_s003_t001_preprocessed.npy,175000
aaaaaqpf_s001_t000_preprocessed.npy,336500
aaaaaqpf_s002_t001_preprocessed.npy,289750
aaaaaqpf_s002_t000_preprocessed.npy,12750
aaaaaqqf_s001_t009_preprocessed.npy,5250
aaaaaqqf_s001_t006_preprocessed.npy,83500
aaaaaqqf_s001_t001_preprocessed.npy,224500
aaaaaqqf_s001_t011_preprocessed.npy,632000
aaaaaqqf_s001_t007_preprocessed.npy,329750
aaaaaqqf_s001_t000_preprocessed.npy,111000
aaaaaqqf_s001_t013_preprocessed.npy,23750
aaaaaqqf_s001_t012_preprocessed.npy,369750
aaaaaqqf_s001_t002_preprocessed.npy,187750
aaaaaqqf_s001_t008_preprocessed.npy,438000
aaaaaqqf_s001_t004_preprocessed.npy,40750
aaaaaqqf_s001_t003_preprocessed.npy,18000
aaaaaqqf_s001_t010_preprocessed.npy,104000
aaaaaqqf_s001_t005_preprocessed.npy,16250
aaaaaqpw_s001_t001_preprocessed.npy,337750
aaaaaqpo_s001_t000_preprocessed.npy,379500
aaaaaqqg_s001_t001_preprocessed.npy,579250
aaaaaqqg_s001_t000_preprocessed.npy,327250
aaaaaqpj_s001_t002_preprocessed.npy,303000
aaaaaqoy_s001_t000_preprocessed.npy,360750
aaaaaqqk_s002_t000_preprocessed.npy,2181500
aaaaaqqk_s001_t000_preprocessed.npy,322500
aaaaaqqy_s001_t001_preprocessed.npy,294500
aaaaaqqy_s001_t000_preprocessed.npy,28250
aaaaaqre_s001_t001_preprocessed.npy,312000
aaaaaqsh_s001_t001_preprocessed.npy,328000
aaaaaqsi_s001_t003_preprocessed.npy,53500
aaaaaqsi_s001_t002_preprocessed.npy,11500
